Date,Consumption,Wind,Solar,Wind+Solar,wind_speed_germany_avg,temperature_air_mean_2m_germany_avg,sunshine_duration_germany_avg
01-01-2006,1069.184,,,,3.1,2.722222222,2280
02-01-2006,1380.521,,,,1.9375,0.922222222,80
03-01-2006,1442.533,,,,1.875,-0.111111111,1000
04-01-2006,1457.217,,,,2.9375,-0.166666667,1280
05-01-2006,1477.131,,,,5.0875,0.177777778,0
06-01-2006,1403.427,,,,4.5,-0.422222222,0
07-01-2006,1300.287,,,,4.0625,-0.544444444,0
08-01-2006,1207.985,,,,4.0875,-2.455555556,7480
09-01-2006,1529.323,,,,3,-4.866666667,19720
10-01-2006,1576.911,,,,3.3375,-3.266666667,16280
11-01-2006,1577.176,,,,4.175,0.022222222,14040
12-01-2006,1553.28,,,,2.5625,1.455555556,6520
13-01-2006,1545.002,,,,4.275,-0.788888889,9280
14-01-2006,1359.945,,,,3.675,-2.088888889,22000
15-01-2006,1265.475,,,,4.125,-4.633333333,23520
16-01-2006,1563.738,,,,3.575,-3.644444444,23400
17-01-2006,1598.303,,,,4.625,-1.233333333,6320
18-01-2006,1572.984,,,,4.525,0.5,2760
19-01-2006,1558.29,,,,2.875,-0.322222222,3400
20-01-2006,1540.604,,,,4.25,2.233333333,680
21-01-2006,1348.188,,,,5.425,2.2,720
22-01-2006,1248.111,,,,3.6875,-5.977777778,14760
23-01-2006,1569.691,,,,3.775,-10.38888889,27800
24-01-2006,1603.252,,,,3.725,-8.366666667,23520
25-01-2006,1613.312,,,,3.35,-4.1,1400
26-01-2006,1601.673,,,,3.9,-4.833333333,14160
27-01-2006,1586.065,,,,3.1625,-8.044444444,20120
28-01-2006,1373.03,,,,2.975,-6.955555556,28000
29-01-2006,1252.215,,,,2.625,-4.666666667,20920
30-01-2006,1554.722,,,,3.0875,-1.633333333,10240
31-01-2006,1575.129,,,,3.4625,-0.333333333,8440
01-02-2006,1582.134,,,,2.45,-2.155555556,9280
02-02-2006,1595.717,,,,2.325,-2.922222222,6280
03-02-2006,1577.786,,,,2.15,-1.866666667,4160
04-02-2006,1366.322,,,,2.4,-1.844444444,4400
05-02-2006,1258.013,,,,1.8,-3.988888889,8720
06-02-2006,1557.525,,,,2.95,-2.611111111,3480
07-02-2006,1606.667,,,,6.5,3.233333333,0
08-02-2006,1590.896,,,,6.8,3.111111111,480
09-02-2006,1599.129,,,,7.875,1.111111111,3160
10-02-2006,1554.631,,,,5.25,0.522222222,880
11-02-2006,1346.104,,,,1.925,-0.311111111,3400
12-02-2006,1232.568,,,,2.075,-0.533333333,5160
13-02-2006,1521.456,,,,2.875,-0.377777778,18040
14-02-2006,1551.373,,,,3.0625,-0.2,14720
15-02-2006,1562.656,,,,5.075,2.922222222,1200
16-02-2006,1523.719,,,,3.7625,4.355555556,3080
17-02-2006,1495.913,,,,4.4625,3.988888889,3840
18-02-2006,1297.385,,,,4.375,4.466666667,8880
19-02-2006,1173.05,,,,3.35,3.711111111,9120
20-02-2006,1501.246,,,,3.925,2.422222222,3040
21-02-2006,1544.112,,,,4.4125,1.9,5480
22-02-2006,1543.107,,,,3.975,0.522222222,0
23-02-2006,1523.491,,,,2.4375,-0.866666667,10240
24-02-2006,1507.235,,,,6,-0.2,24960
25-02-2006,1309.603,,,,5.0375,-1.522222222,9160
26-02-2006,1204.766,,,,3.1375,-1.744444444,7840
27-02-2006,1444.899,,,,2.35,-2.566666667,17040
28-02-2006,1507.49,,,,4.4625,-0.777777778,440
01-03-2006,1531.173,,,,5.3625,-0.666666667,2600
02-03-2006,1539.951,,,,5.3,-1.155555556,11440
03-03-2006,1510.884,,,,3.7,-0.811111111,6120
04-03-2006,1323.303,,,,3.5,-1.377777778,11120
05-03-2006,1220.395,,,,4.2375,-1.088888889,11520
06-03-2006,1502.191,,,,4.075,-1.455555556,7480
07-03-2006,1514.012,,,,3.4625,-0.711111111,10000
08-03-2006,1545.834,,,,4.6625,-1.088888889,13280
09-03-2006,1498.444,,,,4.425,1.822222222,480
10-03-2006,1475.327,,,,4.4,1.666666667,4880
11-03-2006,1320.368,,,,4.975,-1.855555556,1000
12-03-2006,1218.407,,,,3.725,-4.622222222,18240
13-03-2006,1494.832,,,,2.9375,-5.011111111,28600
14-03-2006,1514.066,,,,2.95,-3.588888889,31880
15-03-2006,1518.04,,,,3.275,-1.277777778,9640
16-03-2006,1516.898,,,,3.675,0.322222222,2320
17-03-2006,1495.324,,,,3.8375,0.333333333,3200
18-03-2006,1280.717,,,,3.475,-0.455555556,6640
19-03-2006,1160.078,,,,3.3875,0.588888889,10480
20-03-2006,1446.238,,,,3.0125,2.944444444,14320
21-03-2006,1470.34,,,,2.275,1.5,24440
22-03-2006,1471.667,,,,2.5375,0.277777778,22880
23-03-2006,1456.016,,,,2.6625,0.933333333,36360
24-03-2006,1444.75,,,,4.8625,3.644444444,23840
25-03-2006,1231.067,,,,3.975,6.011111111,1800
26-03-2006,1116.743,,,,4.6125,10.32222222,4760
27-03-2006,1400.982,,,,4.7875,12.95555556,12120
28-03-2006,1435.152,,,,5.2375,10.13333333,12840
29-03-2006,1438.405,,,,5.425,7.133333333,5520
30-03-2006,1457.454,,,,5.4625,8.7,3280
31-03-2006,1429.066,,,,7.2375,11.07777778,9360
01-04-2006,1207.769,,,,4.625,10.36666667,11280
02-04-2006,1110.026,,,,4.9875,9.388888889,18160
03-04-2006,1422.789,,,,5.5875,6.9,7760
04-04-2006,1436.699,,,,3.9625,4.1,15720
05-04-2006,1447.798,,,,4.025,2.755555556,20240
06-04-2006,1432.853,,,,3.5375,4.344444444,24440
07-04-2006,1394.98,,,,3.65,6.644444444,21640
08-04-2006,1195.959,,,,5.1125,8.022222222,25960
09-04-2006,1104.106,,,,4.6375,6.466666667,19960
10-04-2006,1408.169,,,,3.7,4.511111111,8480
11-04-2006,1419.301,,,,3.4875,3.855555556,10760
12-04-2006,1425.712,,,,3.9125,5.077777778,2120
13-04-2006,1415.542,,,,5.2375,7.011111111,1920
14-04-2006,1118.396,,,,5.8875,7.966666667,9800
15-04-2006,1086.018,,,,3.2625,8.955555556,22920
16-04-2006,986.875,,,,4.8125,10.46666667,2800
17-04-2006,1009.094,,,,3.775,9.588888889,11280
18-04-2006,1349.563,,,,3.525,9.1,16160
19-04-2006,1368.456,,,,2.7375,9.9,26080
20-04-2006,1362.217,,,,2.725,11.64444444,25760
21-04-2006,1333.266,,,,2.4125,13.5,23720
22-04-2006,1152.943,,,,2.875,10.3,5840
23-04-2006,1042.414,,,,2.4375,10.33333333,15120
24-04-2006,1345.851,,,,2.0625,11.24444444,25520
25-04-2006,1359.806,,,,2.7125,14.63333333,33880
26-04-2006,1374.322,,,,2.6,14.02222222,8840
27-04-2006,1384.681,,,,3.475,12.35555556,5800
28-04-2006,1362.57,,,,4.075,9.255555556,21640
29-04-2006,1167.24,,,,3.5625,5.866666667,8760
30-04-2006,1026.352,,,,2.875,6.244444444,17920
01-05-2006,986.698,,,,3.7875,9.311111111,28480
02-05-2006,1329.821,,,,3.0625,12.88888889,29400
03-05-2006,1348.188,,,,3.475,16.74444444,44880
04-05-2006,1348.343,,,,4.7125,17.7,45040
05-05-2006,1330.52,,,,4.3625,16.88888889,45680
06-05-2006,1115.442,,,,4.375,16.24444444,42280
07-05-2006,998.308,,,,4.6875,16.57777778,43520
08-05-2006,1321.782,,,,4.675,16.46666667,39640
09-05-2006,1353.229,,,,4.1625,15.63333333,41040
10-05-2006,1351.4,,,,3.1,15.22222222,45960
11-05-2006,1337.502,,,,2.05,16.07777778,49360
12-05-2006,1320.006,,,,2.4875,17.44444444,43000
13-05-2006,1123.926,,,,3.3125,15.16666667,20000
14-05-2006,1010.284,,,,3.5375,11.74444444,20240
15-05-2006,1317.849,,,,2.5375,13.06666667,31280
16-05-2006,1360.65,,,,4.7375,16.38888889,20120
17-05-2006,1346.098,,,,3.0625,14.2,16280
18-05-2006,1365.406,,,,4.675,14.84444444,9320
19-05-2006,1348.465,,,,6.2,13.06666667,10840
20-05-2006,1175.273,,,,6.4,12.21111111,11480
21-05-2006,1050.17,,,,5.425,13.01111111,7560
22-05-2006,1358.082,,,,5.4375,15.47777778,21960
23-05-2006,1374.495,,,,6.0875,11.96666667,16000
24-05-2006,1339.565,,,,5.0875,11.11111111,31520
25-05-2006,1053.351,,,,4.35,10.25555556,5160
26-05-2006,1213.465,,,,4.375,11.46666667,12800
27-05-2006,1108.266,,,,4.5,13.63333333,2440
28-05-2006,1065.343,,,,7.1875,12.86666667,17280
29-05-2006,1349.247,,,,3.8625,10.4,11360
30-05-2006,1376.794,,,,4.7625,8.188888889,11720
31-05-2006,1380.175,,,,4.725,9.355555556,8720
01-06-2006,1367.751,,,,4.675,8.766666667,13120
02-06-2006,1323.231,,,,2.3375,11.16666667,27800
03-06-2006,1100.889,,,,3.375,11.53333333,11360
04-06-2006,955.373,,,,5.0125,11.01111111,14840
05-06-2006,975.632,,,,3.3375,10.55555556,9920
06-06-2006,1306.362,,,,2.6,11.51111111,19000
07-06-2006,1325.818,,,,1.7875,13.22222222,38880
08-06-2006,1328.546,,,,2.15,15.3,46520
09-06-2006,1311.784,,,,2.0375,17.11111111,49000
10-06-2006,1114.527,,,,2.5125,18.56666667,53840
11-06-2006,1004.853,,,,3.6125,19.88888889,56840
12-06-2006,1329.591,,,,3.425,21.64444444,56440
13-06-2006,1356.201,,,,2.3375,23.52222222,55800
14-06-2006,1352.012,,,,2.675,22.33333333,44440
15-06-2006,1140.329,,,,2.4625,20.5,19880
16-06-2006,1254.954,,,,2.75,18.02222222,15080
17-06-2006,1103.62,,,,2.9625,16.03333333,21280
18-06-2006,1007.067,,,,2.3125,19.46666667,45080
19-06-2006,1351.989,,,,3.4625,21.77777778,29520
20-06-2006,1369.855,,,,2.5125,21.44444444,31320
21-06-2006,1372.489,,,,3.8375,20.53333333,20960
22-06-2006,1360.594,,,,4.5875,17.45555556,20720
23-06-2006,1316.964,,,,2.5,16.18888889,24280
24-06-2006,1114.386,,,,2.2875,19.57777778,45240
25-06-2006,1028.869,,,,3.0125,23.26666667,34920
26-06-2006,1345.379,,,,4.2,21.17777778,24960
27-06-2006,1352.603,,,,3.3125,18.7,24360
28-06-2006,1340.042,,,,2.55,16.9,22680
29-06-2006,1343.637,,,,2.9125,17.23333333,33720
30-06-2006,1298.103,,,,2.425,17.85555556,27320
01-07-2006,1106.618,,,,3,20.34444444,48640
02-07-2006,997.896,,,,4.0875,21.81111111,56080
03-07-2006,1327.143,,,,4.0375,22.46666667,55760
04-07-2006,1356.526,,,,3.2125,23.5,54800
05-07-2006,1377.781,,,,3.2875,24.82222222,46720
06-07-2006,1377.99,,,,2.6125,22.93333333,31800
07-07-2006,1360.061,,,,2.7375,21.31111111,22280
08-07-2006,1138.65,,,,2.625,19.83333333,18640
09-07-2006,1018.423,,,,3.3,21.9,33200
10-07-2006,1335.241,,,,3.1,21.51111111,37200
11-07-2006,1360.208,,,,2.825,23.02222222,38040
12-07-2006,1358.226,,,,2.4875,21.71111111,45960
13-07-2006,1361.493,,,,2.7625,23.11111111,42320
14-07-2006,1324.459,,,,4.4875,19.35555556,44840
15-07-2006,1093.701,,,,3.4625,19,49400
16-07-2006,993.289,,,,3.4875,20.22222222,53480
17-07-2006,1305.246,,,,2.425,21.5,55440
18-07-2006,1333.029,,,,2.6,23.67777778,55000
19-07-2006,1342.708,,,,2.2125,25.63333333,54320
20-07-2006,1351.823,,,,3.0875,27.14444444,45000
21-07-2006,1333.344,,,,3.0375,25.56666667,45640
22-07-2006,1136.7,,,,2.5875,24.35555556,39640
23-07-2006,1025.408,,,,2.9,24.1,27400
24-07-2006,1330.557,,,,2.55,23.96666667,40200
25-07-2006,1349.825,,,,2.4375,24.9,46880
26-07-2006,1356.689,,,,2.55,25.82222222,41720
27-07-2006,1348.649,,,,2.6375,25.78888889,36360
28-07-2006,1327.514,,,,2.5,23.4,14960
29-07-2006,1122.14,,,,2.6375,21.66666667,22400
30-07-2006,1010.922,,,,2.525,22.8,29040
31-07-2006,1289.926,,,,3.25,20.63333333,21960
01-08-2006,1303.048,,,,4,19.03333333,16440
02-08-2006,1291.219,,,,5.225,16.75555556,20760
03-08-2006,1284.089,,,,2.3875,16.31111111,14880
04-08-2006,1262.645,,,,2.4375,16.8,16200
05-08-2006,1087.245,,,,3.5125,17.58888889,17520
06-08-2006,994.466,,,,4.5,18.86666667,13560
07-08-2006,1268.803,,,,4.675,19.42222222,27480
08-08-2006,1286.839,,,,4.3,17.58888889,16680
09-08-2006,1285.66,,,,3.25,16.5,14640
10-08-2006,1294.077,,,,2.9875,14.88888889,8920
11-08-2006,1274.989,,,,2.7375,14,9680
12-08-2006,1088.709,,,,2.05,14.41111111,15800
13-08-2006,985.959,,,,2.275,14.2,18480
14-08-2006,1266.844,,,,4.4625,14.78888889,15440
15-08-2006,1282.22,,,,5.3,15.84444444,9400
16-08-2006,1292.058,,,,2.6125,17.1,19480
17-08-2006,1298.837,,,,2.3625,19.06666667,23320
18-08-2006,1290.869,,,,3.8125,18.9,15720
19-08-2006,1095.066,,,,2.95,19.62222222,30760
20-08-2006,1023.166,,,,4.1875,17.43333333,19600
21-08-2006,1320.274,,,,4.45,16.17777778,11200
22-08-2006,1341.316,,,,4.3875,15.6,11000
23-08-2006,1325.545,,,,3.1,16.26666667,18720
24-08-2006,1330.924,,,,2.8,16.94444444,23240
25-08-2006,1323.755,,,,2.4125,15.02222222,8320
26-08-2006,1126.495,,,,2.4875,15.43333333,9320
27-08-2006,1032.319,,,,3.7625,15.02222222,10640
28-08-2006,1344.455,,,,4.3875,13.73333333,12200
29-08-2006,1353.885,,,,5.225,12.17777778,11400
30-08-2006,1373.313,,,,5.3375,12.91111111,9800
31-08-2006,1347.763,,,,4.6,14.85555556,19640
01-09-2006,1339.468,,,,3.425,17.65555556,10600
02-09-2006,1138.742,,,,3.525,19.51111111,21120
03-09-2006,1093.767,,,,6.4125,19.23333333,1440
04-09-2006,1400.634,,,,6.8625,18.52222222,17600
05-09-2006,1398.368,,,,4.225,16.98888889,22080
06-09-2006,1394.28,,,,2.7875,19.44444444,22000
07-09-2006,1403.4,,,,3.7875,17.88888889,23320
08-09-2006,1365.061,,,,4.675,14.13333333,31000
09-09-2006,1135.574,,,,3.0125,13.87777778,25240
10-09-2006,1047.285,,,,3.057142857,16.36666667,42440
11-09-2006,1379.243,,,,3.114285714,18.55555556,42200
12-09-2006,1396.303,,,,3.125,19.37777778,41560
13-09-2006,1398.321,,,,3.2375,19.73333333,42000
14-09-2006,1400.087,,,,3.5875,19.55555556,39440
15-09-2006,1397.504,,,,4.8875,19.48888889,31520
16-09-2006,1188.876,,,,3.825,20,26760
17-09-2006,1064.353,,,,3.075,19.04444444,20560
18-09-2006,1390.863,,,,2.8875,17.42222222,12240
19-09-2006,1404.479,,,,3.6875,16.18888889,7800
20-09-2006,1386.332,,,,2.7875,15.07777778,33280
21-09-2006,1385.803,,,,3.7,16.87777778,39480
22-09-2006,1380.783,,,,4.125,18.61111111,36640
23-09-2006,1175.308,,,,3.6875,18.05555556,31400
24-09-2006,1069.175,,,,3.3,18.37777778,34800
25-09-2006,1401.1,,,,3.3125,17.71111111,24040
26-09-2006,1424.304,,,,3.125,16.77777778,13440
27-09-2006,1417.328,,,,2.3375,15.17777778,7320
28-09-2006,1401.731,,,,2.35,15.13333333,12080
29-09-2006,1383.458,,,,2.65,16.57777778,21480
30-09-2006,1173.168,,,,2.725,16.93333333,21280
01-10-2006,1058.268,,,,3.2875,16.03333333,10200
02-10-2006,1286.932,,,,5.325,15.5,5120
03-10-2006,1116.572,,,,3.725,13.81111111,1480
04-10-2006,1375.636,,,,4.025,12.34444444,4840
05-10-2006,1397.459,,,,3.9,11.81111111,13080
06-10-2006,1428.592,,,,5.7875,13.64444444,1840
07-10-2006,1227.91,,,,5.7125,12.9,10000
08-10-2006,1097.087,,,,3.6625,11.77777778,19000
09-10-2006,1406.128,,,,2.65,12.57777778,32040
10-10-2006,1433.588,,,,1.775,13.48888889,19240
11-10-2006,1429.996,,,,2.925,13.28888889,26640
12-10-2006,1432.512,,,,2.2,13.45555556,19680
13-10-2006,1426.507,,,,2.3375,13.44444444,1280
14-10-2006,1203.526,,,,3.35,11.81111111,5520
15-10-2006,1089.685,,,,3.125,9.877777778,13600
16-10-2006,1415.474,,,,3.4125,9.944444444,24520
17-10-2006,1445.882,,,,3.55,8.833333333,32640
18-10-2006,1448.511,,,,3.125,10.23333333,20920
19-10-2006,1451.647,,,,3.475,12.16666667,15000
20-10-2006,1434.666,,,,3.5125,12.74444444,10280
21-10-2006,1232.339,,,,3.8625,14.05555556,9320
22-10-2006,1116.473,,,,4.45,14.33333333,18040
23-10-2006,1461.803,,,,4.95,15.63333333,4800
24-10-2006,1504.192,,,,7.0625,14.68888889,9520
25-10-2006,1468.365,,,,3.925,11.85555556,18840
26-10-2006,1482.747,,,,5.0375,16.13333333,22120
27-10-2006,1476.272,,,,5.2375,14.51111111,15920
28-10-2006,1242.024,,,,3.7625,11.93333333,2960
29-10-2006,1173.761,,,,6.025,12.7,5000
30-10-2006,1413.066,,,,2.775,9.222222222,4840
31-10-2006,1460.399,,,,5.8375,11.22222222,4680
01-11-2006,1352.658,,,,7.9125,5.055555556,7400
02-11-2006,1479.071,,,,4.15,1.377777778,16760
03-11-2006,1479.9,,,,2.8,1.677777778,15720
04-11-2006,1297.959,,,,4.325,5.677777778,1400
05-11-2006,1242.064,,,,6.7125,9.011111111,440
06-11-2006,1521.545,,,,5.5125,9.777777778,400
07-11-2006,1506.669,,,,3.3125,8.133333333,9960
08-11-2006,1518.364,,,,4.575,7.255555556,12200
09-11-2006,1557.411,,,,6.625,8.711111111,10600
10-11-2006,1484.26,,,,3.325,5.155555556,19400
11-11-2006,1327.664,,,,5.775,6.344444444,480
12-11-2006,1226.642,,,,7.35,6.111111111,4440
13-11-2006,1533.554,,,,6.225,7.577777778,0
14-11-2006,1523.361,,,,5.1125,10.67777778,880
15-11-2006,1504.301,,,,4.4375,12.08888889,15280
16-11-2006,1490.779,,,,4.35,12.52222222,25720
17-11-2006,1478.095,,,,3.8125,11.51111111,3240
18-11-2006,1270.72,,,,3.3125,9.3,7320
19-11-2006,1168.114,,,,3.2625,7.011111111,1240
20-11-2006,1509.712,,,,5.225,5.822222222,9360
21-11-2006,1521.778,,,,4.575,7.111111111,4080
22-11-2006,1512.51,,,,4.0875,4.888888889,7160
23-11-2006,1552.044,,,,5.6375,6.744444444,320
24-11-2006,1494.088,,,,4.45,10.05555556,11320
25-11-2006,1304.453,,,,5.275,12.15555556,360
26-11-2006,1155.541,,,,3.05,10.53333333,5680
27-11-2006,1486.959,,,,3.175,8.266666667,12840
28-11-2006,1520.421,,,,3.65,7.455555556,17680
29-11-2006,1532.762,,,,2.9,7.477777778,3080
30-11-2006,1531.525,,,,3.3,5.2,13280
01-12-2006,1518.198,,,,4.275,5.666666667,14120
02-12-2006,1332.812,,,,5.1,6.422222222,10400
03-12-2006,1214.524,,,,5.625,8.411111111,11640
04-12-2006,1548.124,,,,6.2,8.244444444,3480
05-12-2006,1569.48,,,,6.925,12.27777778,3560
06-12-2006,1545.3,,,,5.8,9.777777778,840
07-12-2006,1566.124,,,,6.6125,7.477777778,11800
08-12-2006,1549.681,,,,6.5,9.322222222,5400
09-12-2006,1305.841,,,,4.1875,6.7,5080
10-12-2006,1194.85,,,,3.2625,3.388888889,13960
11-12-2006,1578.983,,,,6.025,3.822222222,3400
12-12-2006,1561.264,,,,4.6,5.6,12160
13-12-2006,1590.009,,,,5.6625,7.177777778,2720
14-12-2006,1593.613,,,,5.75,8.477777778,6120
15-12-2006,1543.073,,,,4.175,6.477777778,19760
16-12-2006,1349.181,,,,5.0375,6.422222222,6800
17-12-2006,1220.188,,,,4.125,4.155555556,5320
18-12-2006,1514.852,,,,2.55,2.277777778,1400
19-12-2006,1525.667,,,,2.8125,2.211111111,5000
20-12-2006,1527.593,,,,3.325,3.333333333,1520
21-12-2006,1475.71,,,,2.0375,4.966666667,1120
22-12-2006,1391.579,,,,3.075,4.3,5520
23-12-2006,1235.688,,,,2.9625,3.188888889,1040
24-12-2006,1099.201,,,,2.8625,2.288888889,2960
25-12-2006,1072.746,,,,2.0875,3.377777778,5200
26-12-2006,1075.922,,,,2.45,0.955555556,8360
27-12-2006,1284.676,,,,2.7875,-0.611111111,2920
28-12-2006,1314.603,,,,3.8375,0.6,2600
29-12-2006,1274.646,,,,3.425,3.122222222,6960
30-12-2006,1237.751,,,,6.025,5.133333333,2560
31-12-2006,1144.398,,,,8.0875,8.622222222,4680
01-01-2007,1128.843,,,,8.125,7.755555556,3120
02-01-2007,1416.669,,,,5.75,4.066666667,1320
03-01-2007,1471.586,,,,5.5,4.888888889,2120
04-01-2007,1514.823,,,,7.15,6.866666667,600
05-01-2007,1484.168,,,,6.6375,7.044444444,1160
06-01-2007,1249.663,,,,4.1125,7.688888889,240
07-01-2007,1173.687,,,,5.225,6.4,4440
08-01-2007,1510.013,,,,5.7625,7.244444444,1480
09-01-2007,1554.889,,,,6.825,11.26666667,200
10-01-2007,1556.122,,,,7.4125,11.08888889,4720
11-01-2007,1596.639,,,,9.3625,6.633333333,2400
12-01-2007,1567.453,,,,9.0375,7.966666667,6080
13-01-2007,1350.886,,,,7.325,10.38888889,2840
14-01-2007,1250.781,,,,7.1875,7.222222222,15760
15-01-2007,1518.88,,,,4.1125,3.677777778,20960
16-01-2007,1550.792,,,,4.1875,4.577777778,1920
17-01-2007,1564.22,,,,6,8.222222222,2240
18-01-2007,1544.324,,,,10.3625,9.444444444,0
19-01-2007,1533.347,,,,9.0125,8.044444444,2120
20-01-2007,1344.002,,,,7.3875,9.533333333,400
21-01-2007,1257.521,,,,8.1,5.422222222,8120
22-01-2007,1544.182,,,,4.7,1.9,3120
23-01-2007,1550.71,,,,3,-3.911111111,15120
24-01-2007,1582.538,,,,3.475,-3.977777778,6160
25-01-2007,1580.233,,,,3.2125,-3.544444444,11080
26-01-2007,1632.587,,,,5.1375,-3.333333333,6280
27-01-2007,1392.674,,,,6.15,0.477777778,13920
28-01-2007,1321.527,,,,8.075,3.511111111,0
29-01-2007,1564.383,,,,6.0125,4.688888889,5840
30-01-2007,1572.655,,,,4.5,5.333333333,640
31-01-2007,1598.002,,,,6.475,5.477777778,4400
01-02-2007,1531.493,,,,4.0875,5.433333333,6320
02-02-2007,1523.781,,,,4.225,6.277777778,0
03-02-2007,1335.646,,,,4.9875,5.422222222,9520
04-02-2007,1204.853,,,,3.3,4.644444444,4520
05-02-2007,1484.894,,,,4.025,2.1,3120
06-02-2007,1545.558,,,,3,1.044444444,4360
07-02-2007,1572.704,,,,2.275,0.133333333,13240
08-02-2007,1571.158,,,,3.65,0.255555556,1560
09-02-2007,1549.471,,,,3.6125,1.488888889,4680
10-02-2007,1361.316,,,,4.6875,0.011111111,2720
11-02-2007,1215.285,,,,5.275,1.3,1160
12-02-2007,1464.08,,,,4.3875,5.388888889,3160
13-02-2007,1526.139,,,,6.1375,6.055555556,800
14-02-2007,1529.17,,,,3.9625,5.611111111,1680
15-02-2007,1512,,,,4,4.9,6520
16-02-2007,1485.307,,,,4.85,4.166666667,17360
17-02-2007,1302.74,,,,5.5625,4.744444444,23440
18-02-2007,1180.318,,,,2.9,3.6,22960
19-02-2007,1375.764,,,,2.2,3.911111111,5320
20-02-2007,1451.475,,,,2.05,4.655555556,9120
21-02-2007,1502.439,,,,4.125,5.988888889,13320
22-02-2007,1484.769,,,,3.2125,6.455555556,10080
23-02-2007,1478.803,,,,4.6125,4.088888889,2680
24-02-2007,1320.029,,,,5.4375,5.088888889,12040
25-02-2007,1190.847,,,,5.2125,6.744444444,3320
26-02-2007,1449.965,,,,6.075,5.577777778,320
27-02-2007,1510.069,,,,6.225,4.311111111,4680
28-02-2007,1505.489,,,,6.9875,8.022222222,5160
01-03-2007,1524.813,,,,7.4875,7.455555556,5560
02-03-2007,1508.97,,,,6.3625,5.433333333,5360
03-03-2007,1278.173,,,,5.1375,4.4,2360
04-03-2007,1138.079,,,,3.3125,6,18400
05-03-2007,1487.333,,,,5.4375,6.866666667,7720
06-03-2007,1500.467,,,,5.125,8.1,6760
07-03-2007,1479.223,,,,3.7625,8.577777778,3560
08-03-2007,1468.357,,,,3.5375,6.477777778,8720
09-03-2007,1453.935,,,,3.475,6.6,12800
10-03-2007,1256.174,,,,4.1,5.711111111,19800
11-03-2007,1128.501,,,,3.5875,7.877777778,35880
12-03-2007,1413.07,,,,2.75,9.366666667,39480
13-03-2007,1438.877,,,,2.65,9.488888889,34600
14-03-2007,1439.504,,,,2.9125,6.9,27040
15-03-2007,1436.134,,,,2.15,6.822222222,32480
16-03-2007,1443.656,,,,3.5875,7.066666667,13480
17-03-2007,1322.749,,,,7.125,7.566666667,5440
18-03-2007,1245.265,,,,8.475,6.577777778,2520
19-03-2007,1489.795,,,,4.3375,2.366666667,12280
20-03-2007,1486.952,,,,3.55,2.288888889,10240
21-03-2007,1510.379,,,,4.35,1.955555556,5120
22-03-2007,1542.109,,,,4.85,2.544444444,0
23-03-2007,1517.529,,,,5.55,4.633333333,15800
24-03-2007,1335.889,,,,5.3375,7.733333333,17960
25-03-2007,1157.512,,,,5.7625,8.988888889,34880
26-03-2007,1439.055,,,,5.75,9.855555556,40680
27-03-2007,1442.051,,,,5.0875,9.977777778,40200
28-03-2007,1442.523,,,,3.625,10.12222222,38680
29-03-2007,1453.749,,,,3.875,9.466666667,26440
30-03-2007,1414.988,,,,3.4875,8.833333333,28560
31-03-2007,1232.395,,,,4.4125,9.8,28720
01-04-2007,1116.685,,,,4.5625,10.7,37440
02-04-2007,1394.731,,,,2.8125,10.61111111,38200
03-04-2007,1447.29,,,,4.05,6.155555556,11120
04-04-2007,1434.455,,,,3.95,5.388888889,37920
05-04-2007,1438.047,,,,4.5,7.122222222,20400
06-04-2007,1108.93,,,,3.625,9.044444444,20560
07-04-2007,1119.298,,,,3.525,7.833333333,28160
08-04-2007,1005.062,,,,3.875,8.688888889,22160
09-04-2007,1051.409,,,,5.025,10.37777778,15840
10-04-2007,1392.855,,,,4.675,10.92222222,13960
11-04-2007,1406.476,,,,3.3375,11.64444444,19160
12-04-2007,1390.119,,,,2.925,13.07777778,43440
13-04-2007,1374.983,,,,3.9625,15.46666667,40080
14-04-2007,1172.18,,,,3.7625,16.94444444,46720
15-04-2007,1046.702,,,,3.525,16.98888889,46480
16-04-2007,1363.121,,,,3.0125,17.61111111,46560
17-04-2007,1385.315,,,,3.7125,13.06666667,28800
18-04-2007,1410.451,,,,4.7,8.388888889,25440
19-04-2007,1428.751,,,,4.775,9.733333333,40360
20-04-2007,1391.949,,,,4.45,7.222222222,17400
21-04-2007,1164.153,,,,2.3125,7.211111111,40760
22-04-2007,1043.998,,,,2.975,11.87777778,47240
23-04-2007,1367.167,,,,2.8375,15.31111111,37000
24-04-2007,1392.646,,,,2.1875,16.14444444,14840
25-04-2007,1389.022,,,,3.6375,17.9,42960
26-04-2007,1381.741,,,,3.3,18.06666667,48600
27-04-2007,1362.963,,,,2.5875,18.27777778,47880
28-04-2007,1165.491,,,,2.9,17.58888889,46440
29-04-2007,1036.271,,,,4.7625,12.45555556,48680
30-04-2007,1221.734,,,,3.975,11.08888889,47280
01-05-2007,981.179,,,,3.65,11.16666667,49600
02-05-2007,1323.94,,,,3.5625,12.82222222,45720
03-05-2007,1374.726,,,,2.9375,13.42222222,46080
04-05-2007,1363.181,,,,3.8375,14.86666667,45800
05-05-2007,1157.579,,,,3.9875,14.84444444,40160
06-05-2007,1033.405,,,,3.225,14.97777778,34120
07-05-2007,1389.396,,,,4.7,12.52222222,520
08-05-2007,1422.031,,,,6.4375,11.46666667,11720
